Z,Do,Linia,Numer,Odlot,Przylot,Od,Do,Dni,Samolot,Operator,Typ
KRK,ZRH,LX,1371,14:40,16:25,04-12-2024,26-03-2025,..3....,221,LX,J
KRK,ZRH,LX,1371,14:40,16:25,08-12-2024,23-03-2025,......7,221,LX,J
